,name,class
41,./data/images/26ed62afc80812fb9b14ad6ca4f32b86.npy,8
42,./data/images/e2f00d570092fdbb8696d63e3d4d0fdb.npy,7
43,./data/images/e2e35b66c0ca9f360d75f9b527c9f962.npy,9
44,./data/images/8843aa88fd9d1131f3f84c1b526d2061.npy,3
45,./data/images/69272ecf99ed5c979bc04ab26734f953.npy,9
46,./data/images/23e2b5421acd4e4ccfe41d1294cc9f74.npy,8
47,./data/images/7e1b34650fb04bc15a494a1d712cffee.npy,5
48,./data/images/f22d17ec898e5ea052a09517ea0e3190.npy,9
49,./data/images/488e7c16d4e9d9b28b8433c967837823.npy,3
50,./data/images/07bcf4e882ae521ec6ddfd0bb2a608db.npy,3
51,./data/images/79f7751cd43a03047c7e93541f15cce0.npy,0
52,./data/images/ac5499eafd4971635af58e297f054b16.npy,7
53,./data/images/7480b6d919ebd777f993e543aada1f3a.npy,4
54,./data/images/5fa091768c5dfa331415a0b11c88b48f.npy,9
55,./data/images/f93d950d35b680f831e0da7898b8c881.npy,8
56,./data/images/34fbbc9a5dd0e1ffa52e58351d3d251d.npy,0
57,./data/images/f66634725c635ad230be3f453d217b3e.npy,9
58,./data/images/5b719e7cfa41fcbdcfc5636f74043a17.npy,4
59,./data/images/51a52d5adcef3885ccb5049f08548b71.npy,1
60,./data/images/f515ad37dec3349e92e91233f8dd2802.npy,4
61,./data/images/bed3963fc4b051a27a9e279c2b77c0dc.npy,4
62,./data/images/c46ed75004b492b94c46830ae6af3c60.npy,6
63,./data/images/e269aefa7dd2a1844919264e0af8a8c0.npy,0
64,./data/images/589472bfb721700b890f30ac5bb8e67d.npy,4
65,./data/images/5e6009db6de42eeef991a1647d0880a4.npy,5
66,./data/images/16a42de533d0166721a72f631f5c6f43.npy,6
67,./data/images/b198ecf4801cfcb62785b096279457b5.npy,1
68,./data/images/eb896e35718e80fa4cb1ae7850e870a0.npy,0
69,./data/images/5f39a0a684c1fd76fb92210792ba2092.npy,0
70,./data/images/22a972d8da04ee4b955520d668862a55.npy,1
71,./data/images/7f3c8904ea293c3aae69c745407c93cc.npy,7
72,./data/images/ef1f6a85508720e208bae52253ec92d3.npy,1
73,./data/images/25437ac87f8a971088771ab257687c0b.npy,6
74,./data/images/e07ef382a7f3edd8d2347ce525040766.npy,3
75,./data/images/ff18fbb3ba2dc9772207a52db61f2205.npy,0
76,./data/images/32293e93deeebadca84d1131419fa5ee.npy,2
77,./data/images/ff811a829e4b28ba47410fff7ddcc197.npy,1
78,./data/images/180d01d8af026c6d9d00f2e46c8133ae.npy,1
79,./data/images/c2ccb002fcd8abb2f369746ba31bae4c.npy,7
80,./data/images/30521827c7bbe1bcae03df0c266d2844.npy,9
81,./data/images/829cd130aa46479a41a7f57177830ee8.npy,0
82,./data/images/25ae84d81895b5101112a3f2f4404bc4.npy,2
83,./data/images/4bd03fe9b35029ec96b2fb0e32bd7bd4.npy,6
84,./data/images/3ba117885b1b8b2216255a436b82fb7c.npy,7
85,./data/images/3558dec16100bbb347ec1ebb387452b6.npy,8
86,./data/images/0ec0ba254a2e47af2e53bb87558dad16.npy,3
87,./data/images/802a8e3786cf2c123928d2140e676adb.npy,9
88,./data/images/122945cd43ef89794519cc5748c8303a.npy,0
89,./data/images/64a0af69d6fa84671d8797bb79a62186.npy,4
90,./data/images/21b9f9b8a6d5dba96e74dc7504404ee1.npy,6
91,./data/images/12fa1cd0cfb57817fae11f4a90716eb7.npy,7
92,./data/images/afb0a787f708e0507c2e21b5f46132e9.npy,4
93,./data/images/2749a25b7d6eadb94ae0493ff02e2081.npy,6
94,./data/images/7bf53a1d3aeea9a5dc6749cdcac4a8a4.npy,8
95,./data/images/f0a2569ea4220ec552072bd88564bb25.npy,0
96,./data/images/424df5f7fb9fbeeac29a8421ae884ec3.npy,7
97,./data/images/64847f2a7d3ee5cfb19b04ee860dbcdb.npy,8
98,./data/images/f051f0fc348d6eab8fcb33fef356d1a8.npy,3
99,./data/images/7b142681a580faf8847774748fefe607.npy,1
100,./data/images/3b3485fbfd90ddf7028cf9fa3128cd75.npy,5
101,./data/images/25ab1f455d011960e05afe6647d498b3.npy,7
102,./data/images/c972215a00c08bd4f69fb460d1c8b148.npy,1
103,./data/images/b002d22b446750abb0bef73745408c4a.npy,7
104,./data/images/496e4dc994b6ed0947673f8af9affabb.npy,1
105,./data/images/0efb23e9857a7a91cca713b66fe0e858.npy,1
106,./data/images/ecd35f72b3cbc7d6297533bd9ee0c9e7.npy,6
107,./data/images/fef03c3cc17571b3d7ec6e71e295aad7.npy,3
108,./data/images/1c95eb40a91846c83c141c846892cb4b.npy,0
109,./data/images/a2dd0cff129b1f3299a0fc66ef743345.npy,2
110,./data/images/e621971eef59e6424c1b23702c36eca9.npy,9
111,./data/images/92ef391c5213ebe4f294b8e23152f9fc.npy,3
112,./data/images/f8ea18115954224e5dcd8a42a2f10b66.npy,1
113,./data/images/c4533faefb546a3ea1d0032b35b68cc4.npy,1
114,./data/images/001e73b6915f4128065470cdd3766fcd.npy,0
115,./data/images/b1a52b21805d70198c93869e9386665d.npy,4
116,./data/images/47372909daadd2df19527e367de09b6d.npy,9
117,./data/images/bd9530cd0252eb5d3bc14c6e84146b7b.npy,2
118,./data/images/b456bc5c52c5c9e49c74b6207d8908af.npy,0
119,./data/images/70ab0d278915e5cb6a81e9b85c419fad.npy,0
120,./data/images/477a6c46858804fdf550df98c3160ff7.npy,2
121,./data/images/120c98847dd16adc80b440f4c53741bb.npy,0
122,./data/images/c6b971f0b2db37c1831f8390d20214ba.npy,2
123,./data/images/4f1b45a84f73e3c405be6e46b6df9824.npy,7
124,./data/images/ab0bbd7552d55470b8dda12b2b6c8f6f.npy,1
125,./data/images/f816c82077d6a382a782552f65d1f670.npy,8
126,./data/images/ca1ec11502be53a1516f9bde8d859c23.npy,6
127,./data/images/cf778b21691ff8bd7eabd6b25f54f74d.npy,4
128,./data/images/7fe6214c266a7539c1f0c96eedd4a873.npy,1
129,./data/images/f0ccccab65e716e68d1a35e829e31107.npy,6
130,./data/images/58e30edc11d712a81c7602d555d7c6e6.npy,3
131,./data/images/07ba80bb1a0026ee4de666a614a637b3.npy,4
132,./data/images/45ecead2d42b418ef6d0826a27bec0b9.npy,5
133,./data/images/dadc4a3be51e4799e27c121d4dda0a8b.npy,9
134,./data/images/c16cef3316ee7f5cfcae97f798af44c5.npy,1
135,./data/images/4bfe26859385715411cded30f678a72c.npy,3
136,./data/images/b0c9dc2c39c54d648b25ed0acaa02dbf.npy,3
137,./data/images/17b8bcbc8ce46f6cdd7639eea2daedde.npy,8
138,./data/images/6accd94c974e5651bac22a34c4f1f41b.npy,5
139,./data/images/0fcf64315e298f106b42ddfb95f93604.npy,4
140,./data/images/a733a8499eeaba595c94ea244b2dbd5f.npy,7
141,./data/images/5c84a822e2543ae3861d116af4979887.npy,7
142,./data/images/82ed1e3a39f23e3fa381481208f119c5.npy,4
143,./data/images/753960d617ce6506ccc24588f23b80bc.npy,2
144,./data/images/184f441867f6a15cec7e4699ccc929c3.npy,8
145,./data/images/32215dc1bdecf0c2204b0d8b7da9a097.npy,5
146,./data/images/f8ffc0a5ecfbfa9c93688b80b168cbde.npy,8
147,./data/images/0bd1431b8d9d40e720871ec3359efe86.npy,6
148,./data/images/73f8f146ccbfa63f23709a88cbcf07ff.npy,7
149,./data/images/e1f27691a660861fe5efef40e6ce5061.npy,3
150,./data/images/9fa86c7568eb38c4a7a92d557665b3bb.npy,4
151,./data/images/46e62cb0a2ab71f841a652081f74e1b3.npy,6
152,./data/images/1e2b3136f460ceb59fb3c49d183aa313.npy,1
153,./data/images/b3bafb0c62c05bd6b478399e483d6f16.npy,9
154,./data/images/78c8bf3e8a3f868a97db0373f161f926.npy,9
155,./data/images/d10b27afcce8e51b84ec0a569e2a600d.npy,6
156,./data/images/8e9bc22380a3a181c11a879e65a1e24f.npy,0
157,./data/images/ce22234c14ddb3a633c9075715bb22a5.npy,3
158,./data/images/77aa42f4550cdd119717ee50783f75cd.npy,7
159,./data/images/f4e7e90dee2dc40564a0a9739f354c8b.npy,2
160,./data/images/29aeda4211e2789370b0131c90dfd5cf.npy,8
161,./data/images/6024e8d95e972ebbf55f7d15953997fa.npy,2
162,./data/images/e9977c5f0d08f4f7512d7499224ed50c.npy,9
163,./data/images/fe83f5cf127ca4ca443ef6f73b00b34f.npy,4
164,./data/images/18b40d5ba4f1d15f2ad339a83aedb9f5.npy,4
165,./data/images/ae2d9017bb6f3ef5aa1dde98cf40dce6.npy,6
166,./data/images/ec47550b100760ef46da59e2a34a805c.npy,4
167,./data/images/0a4f22d00c269f11e3cfc493d6eac784.npy,9
168,./data/images/ca1800a9be822a3c4bfd7f18a880562e.npy,7
169,./data/images/668292659ce0fd245329008eae98d4b7.npy,0
170,./data/images/04a22b999947046542d92fac6629559a.npy,9
171,./data/images/c887ede1f0ef7ebd93b3cd6f2b9472dc.npy,2
172,./data/images/67a84e2b397c9bb514e9ebfb93b9338d.npy,9
173,./data/images/4631d64b39a2fbd9de8315a31e3cfe54.npy,5
174,./data/images/acc32bfb826affd2bbdf90b7dc30f31a.npy,1
175,./data/images/e0640bc96e36d9f71635c8b466579cee.npy,5
176,./data/images/c9758d2ed96c429ae99b5e209ab88f90.npy,9
177,./data/images/db084a480aa067dcfd581e99d9998df2.npy,1
178,./data/images/fd92237b57153b64df48b5259deef271.npy,2
179,./data/images/f1658e43b8a96d60d30102a88499ca5e.npy,3
180,./data/images/a1317b824a241de1cfdde7901cca1d95.npy,2
181,./data/images/0f0a1783841fcaee35adf3ac18bb6b6e.npy,3
182,./data/images/d991e35fabb47ffe7ea31316de4ab088.npy,5
183,./data/images/3b8403b9dba6b5ab348657f074a152ac.npy,9
184,./data/images/1b1e728cf4fdad006722f093b345d2f5.npy,1
185,./data/images/4fae42b3ab38642cc4c8ee881d034043.npy,7
186,./data/images/5159ec6e6a624b9503a3b235ee71fb0d.npy,6
187,./data/images/8552446d23e79e525ae947390f905743.npy,2
188,./data/images/46ef210f3bc105e14edcd32fcaa542e2.npy,8
189,./data/images/586a8e7f830bb1e48e8436d26ebd4b9d.npy,2
190,./data/images/5e1a9e2c8de01d981501266e7df5feac.npy,2
191,./data/images/1299578a063dc6fe5af8aabebd9f9cdc.npy,5
192,./data/images/6461ac07746cd8086cf2075729e1410b.npy,0
193,./data/images/b6abc514c54fc4a19b988633a755a3ff.npy,7
194,./data/images/eb77ca2a9c04c140ec1bfb506f5e5411.npy,4
195,./data/images/892d6a4910b2d3dcc7dd082b5c0b8dee.npy,9
196,./data/images/8ec95217bcd02ee22edc95d9824f77c6.npy,7
197,./data/images/48b169b74125ea7cf0660e0da12193c0.npy,8
198,./data/images/44408d3443c2a33634313d5ae25c7000.npy,3
199,./data/images/6bcba883519a75eaed9e74eb13392fc0.npy,2
200,./data/images/6e1cdf3019529ccec8497dc2a1a0484b.npy,1
201,./data/images/c064423e62e19361bb4b651de016e105.npy,1
202,./data/images/897053866d7fe5b5b277a15dda52ef39.npy,8
203,./data/images/b0fbf045e363eb5b185cbfe091879923.npy,3
204,./data/images/d9d0e0af55c90cde114f21a5c998806b.npy,6
205,./data/images/a8e6c1a55b0c9a0cf6ea64a2f7d69d8f.npy,1
206,./data/images/4a49308339e0e40ba79194f55031d714.npy,0
207,./data/images/25416f37cf01943c008321ffe9b4efac.npy,3
208,./data/images/4d065b1239a4fa46902d916bc4b16ec1.npy,1
209,./data/images/13e3a2c31bad35a0e47590174af9f8f3.npy,0
210,./data/images/326ef40a56949a62aee4d6e60cb11853.npy,0
211,./data/images/8f461a4c22881346b0035dadea7c15e3.npy,1
212,./data/images/75cf3f1d32d15602ab8ef785ede5ce09.npy,7
213,./data/images/f3cf6346fc96c20894a77b7771e00c47.npy,2
214,./data/images/12139ce01ab95a2852152e6c9dd82035.npy,7
215,./data/images/2f3ab1414c2e4437d9b0b74b40953f7d.npy,3
216,./data/images/0ef8596d220739f9493121fc35b8168e.npy,0
217,./data/images/1777c1f790ea7bf95f760446ab94df56.npy,4
218,./data/images/a360d8f526d76e10a95bb8a52d7e1e43.npy,6
219,./data/images/d00a8d3c77ac8b3934323cde37fb398c.npy,5
220,./data/images/fc2cab83bad59437e06a836f32369efc.npy,2
221,./data/images/85f654832d48c56fbfae98cf187a7cb9.npy,6
222,./data/images/96d6afb0bbe09dde03200e9205109aad.npy,4
223,./data/images/0d3699538210f3355297f63d57d7729e.npy,7
224,./data/images/65cc4bdc3b863202d7ad1fedb051d12c.npy,1
225,./data/images/2450ae4eeada16c7d3a711ea5c156bcd.npy,8
226,./data/images/d025c64bf3ac78b18b83e114041a3dc6.npy,9
227,./data/images/8df6a6cb5672f65bffd74d8143505e6a.npy,9
228,./data/images/f80b7b7a72eb366a656631f7bc3ec005.npy,3
229,./data/images/0aa04317231e88acefb58d28fcc97ac4.npy,0
230,./data/images/6c1e8c95899ef04e9116f9a0714dd013.npy,7
231,./data/images/03ab73d1ace3e6abbbb283dbdd971a32.npy,1
232,./data/images/4b85b076e141a048b507e99e7f674062.npy,0
233,./data/images/74aca6bbcc161daee561d5d1e372f146.npy,2
234,./data/images/9530f71d0cf069aef508810e04539e72.npy,0
235,./data/images/c57abe2595f1af46226a7fd3d98e3857.npy,3
236,./data/images/930e45baefa513c6f73448d8c16822ab.npy,5
237,./data/images/59475a128f3038afb6523d1cccfd037a.npy,4
238,./data/images/cb40c2ce0252af6a439a908566df4543.npy,6
239,./data/images/01b5c3059e7a939efb74e520c8812ac7.npy,5
240,./data/images/7f68dac92f12b4ba6f4a6c013d99a097.npy,8
241,./data/images/cc03b745d12ad79b7cd43a83d0dc207d.npy,6
242,./data/images/9b8a5d2abaf511c3b410d868d69cae3c.npy,3
243,./data/images/76f61c59082f118ee89286a310fe428b.npy,7
244,./data/images/0f03e4649bd533244ba6624350242d92.npy,5
245,./data/images/e3d706defe6abdd9485a9aceb41512b1.npy,8
246,./data/images/df40f4bec10d1aa3860fc44d67ca7e51.npy,0
247,./data/images/9328023869a92cfffcb6fb1e66cc6619.npy,9
248,./data/images/15f30a14699d22cfc3d114a1e7465de7.npy,1
249,./data/images/29d6c9a110d77acf67011ba4ba57ecf3.npy,0
250,./data/images/39c32e3183887c6797d2f39c6fefd095.npy,3
251,./data/images/c496c0ac8bd9b5464b24d54c2283a875.npy,1
252,./data/images/40fef934fe69402972e2fe5c5ea4a7a8.npy,2
253,./data/images/c8c9499d3e809f84881e1d8113875f9c.npy,2
254,./data/images/bdbd614c455b3b09b647954b7743ccb6.npy,3
255,./data/images/c351636714ee1505fbce08aaf135e50a.npy,3
256,./data/images/0b228192d66a71ccc787331f2c4b527a.npy,6
257,./data/images/236a5db9eb9890aad3d30a3f690a3953.npy,4
258,./data/images/4082900e3e54d90c95b763cdb16ab361.npy,7
259,./data/images/6ea568fa45e74ab2f4f088135372827a.npy,5
260,./data/images/06bb795d2a4cee4ea01dae2aec8cede0.npy,0
261,./data/images/19a5d6d2c12c455e467124d0c3ed9fb7.npy,6
262,./data/images/40b14ef86513d3a4c605f9ad8e8db1a8.npy,2
263,./data/images/6ed1376f5b652f8fb3aea50ed4c10e9e.npy,7
264,./data/images/5e69a41e1e00c580197734378dcb21bb.npy,9
265,./data/images/e6e73bb72b5f63556d785786671e8a1f.npy,8
266,./data/images/bb8129ff4ac1750d3141073d581895b9.npy,5
267,./data/images/245747037a8fa4009053bf440ac3360b.npy,9
268,./data/images/09ab3f2b88a719b1357dc077b7deba13.npy,2
269,./data/images/ba328a09ac07308e212f39fd78043583.npy,1
270,./data/images/6fe9ddea3083e913895f4957118d6c1d.npy,1
271,./data/images/d235f667eebb487c0e563d36e0a6dd2c.npy,4
272,./data/images/c43d73ead9af4bf56927d0df64d4ef28.npy,4
273,./data/images/8b436375a8786f925b6189908da93a1f.npy,5
274,./data/images/8eaa2d4219c6dfbe7202a930423cbfc4.npy,6
275,./data/images/23790c05561c9a2add3c89575a7ee3e8.npy,4
276,./data/images/556110a840c715c9fb5842681f10f4b9.npy,1
277,./data/images/2cacabfda682700253aa4f6c5951fc16.npy,2
278,./data/images/5c69fada3e79e03ab5a3fd4d821804f3.npy,5
279,./data/images/59257389207202cb753b60f5bcac60e7.npy,3
280,./data/images/fbf89c151859982f5e50054929769f0a.npy,9
281,./data/images/356468015c84dc6a38a720adac7e5906.npy,3
282,./data/images/8d84b89609d0122ed925dd9af8126881.npy,9
283,./data/images/40fb0695e4fdebcd63f97ea7a56a7c43.npy,0
284,./data/images/ded1a2ae968be072ce47711a6a5a0fe9.npy,5
285,./data/images/5da6116b1f3f0834f380ed51365e6767.npy,9
286,./data/images/bd2fbd8623281f3e4ecd30cb782ad057.npy,6
287,./data/images/ae4d04c91d42245d1676111b04245f18.npy,5
288,./data/images/47b351a0863166779c728d6c9b42fc5a.npy,7
289,./data/images/8889aba08ccaf64ecc2d43948d5b1136.npy,4
290,./data/images/ecf29735ec5df90f587d3f029db84cd0.npy,1
291,./data/images/5d4d20750e7b506339eb3ad80a1ed631.npy,3
292,./data/images/320df0f5a19b235ec64f39672d8f9e2b.npy,4
293,./data/images/f787cbb184719c29ab8f9686ddbb22db.npy,0
294,./data/images/f503dee9cfbeb53bf5b3fc0ab7c3efb4.npy,4
295,./data/images/58bc00978feb7266743498ce53738a8e.npy,8
296,./data/images/3e99969f86ab84a2b67623802a50e958.npy,0
297,./data/images/4942e3e3cc6fdbcd0fe9426957b01daf.npy,4
298,./data/images/b0e6cbfeca60b577aebc5f03ca5c6de0.npy,3
299,./data/images/6827f7ae0d2feb59ab4f3f76ce328cf8.npy,6
300,./data/images/97054d02cf74889dcc4050ff012294cf.npy,8
301,./data/images/3fce125074f35d5660260c82ba96754d.npy,7
302,./data/images/0f26ca64df3dbad67ea94c66bd252b6f.npy,6
303,./data/images/d57f67ee99c8700d65167fd48a29c0ba.npy,0
304,./data/images/5dcce589fc8173acc31b4510a98470ee.npy,9
305,./data/images/a52692d9b152d67fed4d8ba8d3e576bd.npy,7
306,./data/images/ef98a4da8ab579f9a477f84c83dd0bf7.npy,5
307,./data/images/eeef77c7abdd03bf9c27ed68ae6cb210.npy,7
308,./data/images/31cc5ef50a87befbd085d8c16706ebca.npy,2
309,./data/images/71ad671f178d9ed7849aab58267ca390.npy,1
310,./data/images/8605e41b721bc5ecb6de75085642b307.npy,1
311,./data/images/949009df9f70cfa48af318c61d48e043.npy,6
312,./data/images/2504193d523ad441b1cd21a463f0f2d0.npy,8
313,./data/images/0886e54fd1239a8379b9da027c147690.npy,9
314,./data/images/a9e9748fc3296c3e17a09368d2add922.npy,4
315,./data/images/fc471a43586e634ca5d4338b3c83b41c.npy,1
316,./data/images/17ef5b1902c3e8640fa9b14115e8bd6a.npy,5
317,./data/images/10c7a744a73773456d419b30fe4f6db5.npy,2
318,./data/images/1f396ef42ec9c8c11388760fd876b192.npy,2
319,./data/images/baf56133ca4b42bac02f230c9764f71a.npy,9
320,./data/images/9a1def5a46294c0f5fc22607c02230cc.npy,0
321,./data/images/d0c715351f687423a7c6a6bd2a0034c4.npy,3
322,./data/images/ac8b04d5dc2d2374eb9786a1931d6756.npy,9
323,./data/images/dc19f2f6212969c4bee8d75a68fe3c99.npy,6
324,./data/images/64bc60c40b4cf48599c5acae71b8dcc5.npy,7
325,./data/images/3e15bef5d90cf9a02ccd3c95f4925313.npy,2
326,./data/images/586993b54e580ea08937474447e89843.npy,0
327,./data/images/f516c3601b0400ca5d15717986ce15ba.npy,3
328,./data/images/f8b51a92f6465e24ba14cd28e46ada5f.npy,5
329,./data/images/4e519b734793649a272abe7e581a549d.npy,4
330,./data/images/d65a278458f7130c8641a15233feeb77.npy,3
331,./data/images/3510a594af0bd1fffbf13f2c29a7adc8.npy,6
332,./data/images/3d771abd87cfb01855aa686ba6782551.npy,5
333,./data/images/5a1f0922756bf4593184dc7f078a7058.npy,8
334,./data/images/65b3c54aee4432db3e91f2bfb4fd528a.npy,9
335,./data/images/2fe3e0a1af668e4b948665a3293ef796.npy,5
336,./data/images/e71af9c3759752eccee0568d2e66d8cd.npy,4
337,./data/images/877f37e9f272102aac30f87f7085658e.npy,7
338,./data/images/2bee8541bd211d54229b702ac395e4e8.npy,4
339,./data/images/4a248f111c3e313d1ecb665dfc32a402.npy,2
340,./data/images/c2c0e8f41e69cbb5e07ce4991872dcc0.npy,7
341,./data/images/b4d5ee7d624d2bc90d888da9f605f68c.npy,3
342,./data/images/466805ecd7b552ede934bb04b99dbcbf.npy,4
343,./data/images/065ccb616d13cecde6f3c0b9aafa304a.npy,8
344,./data/images/65b5b72e41f1ca1670aaca41d1a2cebe.npy,9
345,./data/images/506774b44a608cf6dc66f241cc58bd91.npy,1
346,./data/images/782b033219f1b1c06464ce3b93e7721e.npy,9
347,./data/images/f2f26cab1e22863f805731cc1ea834af.npy,2
348,./data/images/b4be536408a0aadcb646ea745c5e8e9b.npy,8
349,./data/images/ff0e9ea9a90f230cc699b9c54d1c3bb5.npy,7
350,./data/images/8c32f5a9f55a6ddf101a036714dc433c.npy,9
351,./data/images/146dcb4a116ebf05d39d071b8850c091.npy,1
352,./data/images/d7824921dd3c8601b97654044baa59e1.npy,8
353,./data/images/49f2462a9e783da08659c825a5c64f1e.npy,7
354,./data/images/c7133a41ebdd34880dd620efe3fa4c2b.npy,4
355,./data/images/ea27214fa981e7aae6ec6c66ee7715dd.npy,1
356,./data/images/c7f128c320823b61102e265ddd64b55c.npy,3
357,./data/images/7e51c5c8cc826f959e148527dd7c9afc.npy,1
358,./data/images/1842a00e34e975a268002288afde3100.npy,1
359,./data/images/3d88b5cb7af0e01a1750f7422908bb66.npy,0
360,./data/images/74e4f7fe987a0a4b2387383d887688ce.npy,2
361,./data/images/80a737104c22b83de57f5773564f3d55.npy,3
362,./data/images/0bc849aee12f467cc8165b46739856c6.npy,9
363,./data/images/53187feb1cf56584ae2d8048e7d005c5.npy,4
364,./data/images/1a8a54f1a914cc534e8218cb877662c4.npy,9
365,./data/images/abb3009e25b2a4af13ab3d108aa1adac.npy,2
366,./data/images/ae05eb93bd32b49e20c813289d55b67b.npy,1
367,./data/images/de48d0a969090cd5c54d0ac6b1aa1af8.npy,6
368,./data/images/1a607dc2925db5ea5314504543f3ee11.npy,8
369,./data/images/77d2ee0b6301c1bc561cc669b598d38c.npy,4
370,./data/images/10c3a340010871905a2d8934193ba3be.npy,7
371,./data/images/d2fa830d5f9b3839755a8eac6c800825.npy,7
372,./data/images/3f5cb7d330aebb8f69e084e9390805b2.npy,4
373,./data/images/93624ab5f5144dc094ab086c3cb681bf.npy,4
374,./data/images/fb66b5a240df9cc8b62195d6f46a13ce.npy,9
375,./data/images/707c8911b2809a8200f208bce71f650c.npy,2
376,./data/images/92c9b17a6c46bc141e77690ec7bda56f.npy,5
377,./data/images/c9872f52670c53ac7e6c4b7524cf545a.npy,7
378,./data/images/67ab30e18da735d40c117e6c4c697696.npy,2
379,./data/images/438349b3ee50de7d118c77b3a93c7fcf.npy,4
380,./data/images/ed831a0b0613dc18b410cc06d50b38f6.npy,4
381,./data/images/d6e6f73a018fb5a2fed3028d0da7c8cc.npy,2
382,./data/images/bed132f04a9237c4399c129c0bd928ae.npy,1
383,./data/images/1113a055d370d2c67c72cc5882811795.npy,9
384,./data/images/8dafe6bbf2371adab203286fe29a2c10.npy,7
385,./data/images/801474b8a8a31b275aec59aac5ab9c36.npy,2
386,./data/images/46a9f20f5a1c696c6d5fbc9c34c2660d.npy,8
387,./data/images/bd0369f3fe1f000e3592adf0a35262e9.npy,7
388,./data/images/384df276d73907b500a6ba4b00e059a6.npy,6
389,./data/images/4228af292a304fc9bdfd723be3ae1579.npy,9
390,./data/images/8084979db2912caae4c5910ba5703059.npy,2
391,./data/images/7783a621b52014174f2f0e25cf2a9f48.npy,2
392,./data/images/bfcf8cddfd333d4e9aaaa943e2f394d9.npy,3
393,./data/images/161326e6367f154b5ff3c949b0e29723.npy,8
394,./data/images/7b04357101af381edbd3920734c609e3.npy,1
395,./data/images/d90fc8dd89c336126990d3b2cf919955.npy,6
396,./data/images/c006303eaf8cfa7322a7ebc7d0a63116.npy,5
397,./data/images/9a72a26f3f49508d58216e76371c79a1.npy,1
398,./data/images/c86c397286f2c277690c701c4a3f9c3d.npy,1
399,./data/images/fe13bade1d0bc3251d84d4c386211e73.npy,0
400,./data/images/f19f635ddcdac50c7987e38cc873d24b.npy,2
401,./data/images/b3602a37dffcce0c83de6b6512958b70.npy,6
402,./data/images/d6d1a06526b051ef69635ff75ffb02db.npy,4
403,./data/images/ee3a4606eff6551655f1d1c094ca9d4b.npy,5
404,./data/images/723801dcb09e9cd4788df648e2ee36bb.npy,8
405,./data/images/ff3c97125108432ea92f031485fa75d8.npy,3
406,./data/images/4616f7695e443f606dccd8968784c6e7.npy,1
407,./data/images/0d7a20a418662ec62b772fffb8134497.npy,5
408,./data/images/9becc3da539a5e447519b95715b21854.npy,1
409,./data/images/3995ff44b26391bfc0bb53e332b34524.npy,9
